unique_id,name,hair_color,eye_color,height_in_inches,weight_in_pounds,gender
773,Sara,blonde,green,55,231,female
774,Laura,black,green,50,285,male
775,Ann,gray,brown,76,113,female
776,Robin,blonde,green,63,220,male
777,Frank,gray,black,68,223,female
778,Kathleen,blonde,brown,69,166,female
779,Bobby,brown,hazel,80,92,female
780,Louise,red,black,63,230,male
781,Kathleen,brown,blue,64,229,male
782,Virginia,brown,blue,63,226,male
783,Donna,black,black,95,112,female
784,Larry,black,black,98,245,male
785,Joe,black,green,70,122,female
786,Paula,brown,black,72,285,female
787,Mary,blonde,hazel,92,269,female
788,Beverly,black,green,91,181,male
789,Billy,brown,green,54,171,female
790,Jean,brown,green,89,203,male
791,Earl,gray,hazel,84,190,female
792,Sandra,brown,hazel,79,253,male
793,Steve,blonde,green,74,160,female
794,Kathryn,blonde,blue,54,275,female
795,Bruce,gray,green,91,180,female
796,Amy,gray,black,58,277,female
797,Roy,red,hazel,68,112,male
798,Kathryn,blonde,hazel,84,230,female
799,Fred,brown,hazel,76,180,female
800,Jason,white,brown,91,269,male
801,Julia,blonde,brown,76,221,female
802,Ryan,gray,black,74,268,male
803,Janice,white,blue,51,216,male
804,Anthony,red,hazel,51,158,female
805,Rose,red,green,90,193,male
806,Norma,red,brown,63,247,male
807,Martin,white,black,100,241,female
808,Donna,gray,hazel,73,115,female
809,Wanda,gray,blue,78,251,male
810,Tammy,blonde,blue,64,157,female
811,Charles,black,hazel,87,220,male
812,Christina,red,hazel,70,278,female
813,Jacqueline,blonde,black,97,277,female
814,Daniel,red,black,78,190,male
815,Howard,black,hazel,73,263,male
816,Phyllis,red,green,52,146,female
817,Rebecca,gray,green,60,195,male
818,Judy,blonde,green,52,162,male
819,Virginia,blonde,black,57,134,male
820,Irene,gray,black,81,97,male
821,Jessica,black,brown,98,229,female
822,Nicole,black,hazel,63,237,female
823,Jessica,black,hazel,53,282,female
824,Carolyn,black,hazel,59,206,male
825,Ruth,white,green,75,182,male
826,Lawrence,gray,brown,75,260,female
827,Lois,gray,brown,86,279,male
828,Edward,blonde,hazel,77,236,female
829,Ann,black,black,60,100,female
830,Jesse,red,blue,69,215,male
831,Karen,gray,hazel,93,178,male
832,Jose,blonde,blue,72,121,female
833,Jerry,brown,hazel,96,98,male
834,Harry,white,black,50,97,female
835,Kathy,brown,hazel,98,279,female
836,Joshua,blonde,black,53,196,female
837,David,gray,brown,73,140,male
838,Benjamin,black,blue,80,241,female
839,Diana,brown,hazel,81,265,male
840,Beverly,red,black,69,199,male
841,Michelle,white,blue,64,167,female
842,Joseph,black,black,81,92,male
843,Jesse,white,blue,58,117,male
844,Jean,gray,hazel,99,134,female
845,Rebecca,white,hazel,93,170,female
846,Cheryl,gray,blue,73,268,male
847,Ruby,black,hazel,60,96,female
848,Bruce,brown,blue,87,258,male
849,Donna,white,green,77,123,male
850,Ralph,black,green,84,161,female
851,Karen,white,blue,95,212,male
852,Bruce,brown,black,53,258,male
853,Jonathan,red,green,61,116,female
854,Stephen,red,hazel,60,283,male
855,Martin,brown,hazel,63,249,female
856,Patrick,blonde,brown,64,131,male
857,Mary,blonde,black,54,181,female
858,Chris,brown,black,85,174,male
859,Christina,brown,blue,72,243,male
860,Jean,black,green,88,201,male
861,Laura,white,hazel,96,133,male
862,Angela,black,green,93,177,male
863,Janice,black,hazel,86,228,male
864,Stephanie,gray,blue,81,216,female
865,Jeremy,gray,hazel,50,233,female
866,Michelle,blonde,hazel,66,159,male
867,Matthew,gray,brown,72,198,female
868,Victor,red,black,97,206,female
869,Roy,blonde,hazel,70,255,male
870,Samuel,black,blue,68,265,female
871,Kelly,brown,blue,66,287,female
872,Ernest,brown,blue,63,192,female
873,Walter,gray,brown,64,97,female
874,David,white,black,77,275,female
875,Wanda,blonde,brown,83,229,male
876,Katherine,red,brown,61,168,male
877,Carolyn,gray,black,81,160,male
878,Rose,brown,hazel,66,202,female
879,Martin,white,hazel,87,257,male
880,Raymond,brown,black,56,200,female
881,Carl,white,black,57,172,male
882,Julie,black,black,85,235,male
883,Kevin,white,black,64,127,male
884,Earl,white,black,84,212,female
885,Frank,blonde,black,70,145,female
886,Clarence,gray,black,73,281,male
887,Dorothy,brown,brown,75,267,female
888,Patrick,black,black,77,94,female
889,Rose,black,brown,63,238,male
890,Kenneth,brown,brown,86,206,female
891,Debra,black,green,81,154,male
892,Thomas,white,brown,58,111,male
893,Jessica,gray,brown,79,288,female
894,Paul,brown,brown,76,101,male
895,Russell,white,brown,88,272,female
896,Gary,gray,brown,98,250,female
897,George,gray,hazel,82,192,male
898,Marie,gray,green,60,242,male
899,Albert,brown,brown,73,111,male
900,Ashley,red,hazel,85,133,male
901,Terry,white,blue,58,103,female
902,Marie,gray,blue,63,236,female
903,Amy,red,brown,81,247,male
904,Michael,gray,blue,63,91,female
905,Mary,white,black,100,269,female
906,Judith,red,black,92,209,female
907,Anthony,white,blue,62,232,male
908,Brandon,black,black,95,213,female
909,Tina,white,green,57,219,male
910,Marilyn,brown,blue,67,106,male
911,Billy,white,black,54,99,female
912,Ashley,gray,brown,72,281,female
913,Keith,blonde,blue,61,169,female
914,Bobby,white,black,52,268,female
915,Joan,gray,brown,91,278,male
916,Johnny,brown,black,51,159,male
917,Karen,brown,brown,89,182,male
918,Kathy,red,black,90,197,male
919,Anna,brown,black,50,224,male
920,John,blonde,green,90,288,male
921,Fred,red,blue,74,106,male
922,Johnny,brown,green,95,133,female
923,Lisa,gray,black,80,236,male
924,Beverly,red,hazel,59,284,female
925,Amanda,gray,black,83,276,female
926,Terry,red,hazel,78,183,male
927,Adam,white,blue,54,137,male
928,Robert,black,hazel,64,156,female
929,Jessica,blonde,brown,78,138,female
930,Harry,white,green,62,188,female
931,Edward,black,hazel,86,226,female
932,Craig,gray,blue,61,259,male
933,Robin,brown,green,72,185,male
934,Russell,white,brown,95,290,female
935,Jean,blonde,black,94,143,female
936,Mary,red,hazel,89,277,female
937,Peter,black,hazel,64,205,male
938,Willie,black,green,54,195,female
939,Christina,gray,black,62,134,female
940,Dennis,black,hazel,68,206,female
941,Scott,white,blue,66,121,female
942,Karen,brown,brown,72,282,female
943,Carlos,red,brown,52,97,male
944,Howard,brown,black,90,181,female
945,Timothy,brown,blue,53,162,male
946,Donna,red,hazel,69,98,male
947,Jack,blonde,black,55,237,male
948,Jane,white,brown,56,124,male
949,Jerry,brown,hazel,61,283,male
950,Debra,brown,green,96,218,male
951,Larry,brown,brown,67,236,female
952,Sharon,blonde,blue,89,254,male
953,Katherine,red,green,68,175,male
954,Marilyn,black,black,98,105,female
955,Virginia,red,blue,92,258,male
956,Ralph,black,hazel,86,111,male
957,Christopher,gray,hazel,76,103,female
958,Carlos,gray,hazel,88,262,male
959,Anthony,brown,blue,81,221,male
960,Laura,red,green,85,195,female
961,Beverly,blonde,black,53,128,female
962,Melissa,brown,hazel,77,249,female
963,Thomas,black,blue,83,240,male
964,Michael,gray,blue,63,118,female
965,Jean,black,green,84,278,female
966,Bruce,red,black,68,218,male
967,Lois,gray,green,99,208,male
968,Nicole,black,green,93,106,female
969,Charles,black,hazel,92,150,male
970,Denise,white,black,71,148,male
971,Sean,blonde,black,70,201,male
972,Kelly,blonde,brown,79,237,male
973,Stephen,blonde,black,98,100,male
974,Willie,brown,green,72,112,female
975,Jacqueline,blonde,brown,93,154,male
976,Joshua,white,brown,87,194,male
977,Gerald,black,black,83,236,male
978,Martin,blonde,black,76,241,male
979,Arthur,blonde,brown,83,130,male
980,Walter,black,green,51,135,male
981,Anne,blonde,blue,87,182,male
982,Steve,black,blue,91,230,male
983,Jesse,brown,hazel,84,156,female
984,Donna,blonde,blue,54,194,female
985,Stephen,white,green,56,96,female
986,Irene,gray,blue,62,162,male
987,Earl,blonde,green,58,232,female
988,Phillip,red,blue,61,163,female
989,Frances,brown,blue,58,124,male
990,Rachel,brown,brown,100,228,male
991,Ann,brown,hazel,79,138,female
992,Anne,black,green,87,266,male
993,Kenneth,gray,black,93,216,female
994,Ronald,gray,green,64,140,male
995,Samuel,red,brown,92,156,male
996,Sara,white,black,90,141,female
997,Aaron,blonde,hazel,56,276,female
998,Kevin,white,black,91,114,female
999,Jennifer,brown,brown,55,188,male
1000,Jeffrey,white,blue,69,282,male
